Commodity,country,total_value,rank
RUBBER AND ARTICLES THEREOF.,BENIN,0.26,151
RUBBER AND ARTICLES THEREOF.,LAO PD RP,0.25,152
RUBBER AND ARTICLES THEREOF.,SWAZILAND,0.23,153
RUBBER AND ARTICLES THEREOF.,BELARUS,0.23,153
RUBBER AND ARTICLES THEREOF.,MONTENEGRO,0.22,155
RUBBER AND ARTICLES THEREOF.,LESOTHO,0.2,156
RUBBER AND ARTICLES THEREOF.,TAJIKISTAN,0.18,157
RUBBER AND ARTICLES THEREOF.,NIGER,0.18,157
RUBBER AND ARTICLES THEREOF.,CUBA,0.16,159
RUBBER AND ARTICLES THEREOF.,BELIZE,0.14,160
RUBBER AND ARTICLES THEREOF.,BARBADOS,0.11,161
RUBBER AND ARTICLES THEREOF.,MARTINIQUE,0.09,162
RUBBER AND ARTICLES THEREOF.,COMOROS,0.09,162
RUBBER AND ARTICLES THEREOF.,EQUTL GUINEA,0.08,164
RUBBER AND ARTICLES THEREOF.,MOLDOVA,0.08,164
RUBBER AND ARTICLES THEREOF.,MONGOLIA,0.08,164
RUBBER AND ARTICLES THEREOF.,TIMOR LESTE,0.06,167
RUBBER AND ARTICLES THEREOF.,NAMIBIA,0.06,167
RUBBER AND ARTICLES THEREOF.,KOREA DP RP,0.05,169
RUBBER AND ARTICLES THEREOF.,MAURITANIA,0.05,169
RUBBER AND ARTICLES THEREOF.,CAYMAN IS,0.04,171
RUBBER AND ARTICLES THEREOF.,GUADELOUPE,0.04,171
RUBBER AND ARTICLES THEREOF.,FR GUIANA,0.04,171
RUBBER AND ARTICLES THEREOF.,ERITREA,0.03,174
RUBBER AND ARTICLES THEREOF.,ANTIGUA,0.03,174
RUBBER AND ARTICLES THEREOF.,ICELAND,0.02,176
RUBBER AND ARTICLES THEREOF.,SAO TOME,0.02,176
RUBBER AND ARTICLES THEREOF.,NETHERLANDANTIL,0.01,178
RUBBER AND ARTICLES THEREOF.,C AFRI REP,0.01,178
RUBBER AND ARTICLES THEREOF.,MAYOTTE,0.01,178
RUBBER AND ARTICLES THEREOF.,ST LUCIA,0.01,178
RUBBER AND ARTICLES THEREOF.,BAHAMAS,0.0,182
RUBBER AND ARTICLES THEREOF.,BERMUDA,0.0,182
RUBBER AND ARTICLES THEREOF.,ST KITT N A,0.0,182
RUBBER AND ARTICLES THEREOF.,GUAM,0.0,182
RUBBER AND ARTICLES THEREOF.,SAHARWI A.DM RP,0.0,182
RUBBER AND ARTICLES THEREOF.,VANUATU REP,0.0,182
RUBBER AND ARTICLES THEREOF.,GUINEA BISSAU,0.0,182
RUBBER AND ARTICLES THEREOF.,KIRIBATI REP,0.0,182
RUBBER AND ARTICLES THEREOF.,GRENADA,0.0,182
RUBBER AND ARTICLES THEREOF.,ARUBA,0.0,182
RUBBER AND ARTICLES THEREOF.,STATE OF PALEST,0.0,182
RUBBER AND ARTICLES THEREOF.,MARSHALL ISLAND,0.0,182
RUBBER AND ARTICLES THEREOF.,ST VINCENT,0.0,182
RUBBER AND ARTICLES THEREOF.,DOMINICA,0.0,182
RUBBER AND ARTICLES THEREOF.,GIBRALTAR,0.0,182
RUBBER AND ARTICLES THEREOF.,N. MARIANA IS.,"",197
RUBBER AND ARTICLES THEREOF.,MACAO,"",197
RUBBER AND ARTICLES THEREOF.,TURKS C IS,"",197
RUBBER AND ARTICLES THEREOF.,SOLOMON IS,"",197
RUBBER AND ARTICLES THEREOF.,MICRONESIA,"",197
RUBBER AND ARTICLES THEREOF.,CAPE VERDE IS,"",197
RUBBER AND ARTICLES THEREOF.,SAMOA,"",197
RUBBER AND ARTICLES THEREOF.,MONTSERRAT,"",197
RUBBER AND ARTICLES THEREOF.,NAURU RP,"",197
RUBBER AND ARTICLES THEREOF.,FR POLYNESIA,"",197
RUBBER AND ARTICLES THEREOF.,KYRGHYZSTAN,"",197
